Alternative,Subset,g1,g2,g3,g4,g5,Class
a457,WHI,0.23,0.022,82,0.9892,12.9,Cl2
a458,WHI,0.21,0.056,111,0.9956,9.5,Cl1
a459,WHI,0.37,0.053,218.5,0.9924,9.8,Cl2
a460,WHI,0.43,0.059,249,0.9971,8.5,Cl1
a461,WHI,0.21,0.056,111,0.9956,9.5,Cl1
a462,WHI,0.25,0.047,171,0.9982,9.3,Cl1
a463,WHI,0.25,0.047,162,0.9973,9.5,Cl1
a464,WHI,0.32,0.044,68,0.9932,9.4,Cl2
a465,WHI,0.39,0.047,178,0.9976,8.7,Cl1
a466,WHI,0.21,0.081,126,0.9962,8.9,Cl1
a467,WHI,0.14,0.039,141,0.9956,9.4,Cl2
a468,WHI,0.32,0.044,68,0.9932,9.4,Cl2
a469,WHI,0.39,0.047,178,0.9976,8.7,Cl1
a470,WHI,0.29,0.047,182,0.9992,9.6,Cl1
a471,WHI,0.37,0.039,158,0.9983,9.3,Cl2
a472,WHI,0.38,0.036,200,0.9937,10,Cl1
a473,WHI,0.24,0.023,86,0.99,12.5,Cl2
a474,WHI,0.17,0.034,132,0.9944,9.6,Cl2
a475,WHI,0.16,0.03,102,0.9938,9.4,Cl2
a476,WHI,0.24,0.029,227,0.9965,9.5,Cl1
a477,WHI,0.28,0.028,105,0.9893,12.4,Cl2
a478,WHI,0.22,0.037,115,0.9927,10.5,Cl2
a479,WHI,0.55,0.073,165,0.994,9.2,Cl2
a480,WHI,0.22,0.041,164,0.9928,10.4,Cl2
a481,WHI,0.47,0.043,172,0.9964,9.2,Cl1
a482,WHI,0.36,0.047,104,0.9917,10.6,Cl2
a483,WHI,0.25,0.044,137,0.9972,9.5,Cl1
a484,WHI,0.47,0.043,172,0.9964,9.2,Cl1
a485,WHI,0.37,0.346,200,0.9954,9.6,Cl1
a486,WHI,0.18,0.028,117,0.993,9.7,Cl2
a487,WHI,0.16,0.025,117,0.9928,9.7,Cl2
a488,WHI,0.34,0.035,90,0.9916,10.7,Cl2
a489,WHI,0.29,0.045,180,0.9936,10.5,Cl2
a490,WHI,0.26,0.047,177,0.9962,8.9,Cl2
a491,WHI,0.28,0.035,70,0.9899,12.1,Cl2
a492,WHI,0.23,0.032,65,0.9898,12.7,Cl2
a493,WHI,0.19,0.039,182,0.996,9.9,Cl2
a494,WHI,0.19,0.022,158,0.9907,11.4,Cl2
a495,WHI,0.2,0.04,103,0.994,10.7,Cl2
a496,WHI,0.44,0.025,173,0.9913,12.5,Cl2
a497,WHI,0.4,0.041,189,0.9976,8.6,Cl1
a498,WHI,0.23,0.026,147,0.9904,12.5,Cl2
a499,WHI,0.335,0.04,174,0.992,10,Cl1
a500,WHI,0.4,0.041,189,0.9976,8.6,Cl1
a501,WHI,0.28,0.045,200,0.999,9.5,Cl2
a502,WHI,0.19,0.038,164,0.9975,9.6,Cl2
a503,WHI,0.3,0.038,210,0.9937,9.9,Cl2
a504,WHI,0.3,0.037,210,0.9937,9.9,Cl1
a505,WHI,0.18,0.053,140,0.998,8.9,Cl2
a506,WHI,0.18,0.053,140,0.998,8.9,Cl2
a507,WHI,0.51,0.09,135,0.9944,8.8,Cl1
a508,WHI,0.24,0.048,170,0.9938,10,Cl2
a509,WHI,0.62,0.039,152,0.9907,12,Cl2
a510,WHI,0.24,0.048,170,0.9938,10,Cl2
a511,WHI,0.27,0.041,138,0.9921,10,Cl2
a512,WHI,0.34,0.042,167,0.9908,12.1,Cl2
a513,WHI,0.26,0.04,141,0.9931,11,Cl2
a514,WHI,0.36,0.025,55,0.9915,11.2,Cl2
a515,WHI,0.28,0.036,115,0.9952,10.3,Cl2
a516,WHI,0.31,0.051,167,0.9926,10.4,Cl2
a517,WHI,0.18,0.055,154,0.9934,9.1,Cl1
a518,WHI,0.15,0.045,154,0.992,10.4,Cl2
a519,WHI,0.13,0.05,78,0.9918,10.8,Cl2
a520,WHI,0.34,0.048,41,0.9942,11.7,Cl1
a521,WHI,0.19,0.039,143,0.9942,9.8,Cl1
a522,WHI,0.19,0.039,143,0.9942,9.8,Cl1
a523,WHI,0.25,0.038,101,0.9901,11.4,Cl2
a524,WHI,0.36,0.033,96,0.9898,11.2,Cl2
a525,WHI,0.35,0.038,72,0.9902,11.4,Cl1
a526,WHI,0.32,0.114,140,0.9934,9.2,Cl2
a527,WHI,0.31,0.04,29,0.9906,12.5,Cl1
a528,WHI,0.28,0.034,116,0.9898,12.6,Cl2
a529,WHI,0.36,0.031,104,0.9896,12.2,Cl2
a530,WHI,0.19,0.03,112,0.9922,11.2,Cl2
a531,WHI,0.1,0.048,103,0.9947,9.7,Cl2
a532,WHI,0.18,0.186,150,0.9945,9.3,Cl1
a533,WHI,0.25,0.067,178,0.9976,9,Cl2
a534,WHI,0.25,0.067,178,0.9976,9,Cl2
a535,WHI,0.25,0.067,178,0.9976,9,Cl2
a536,WHI,0.345,0.047,171,0.9987,9.1,Cl1
a537,WHI,0.345,0.047,171,0.9987,9.1,Cl1
a538,WHI,0.25,0.067,178,0.9976,9,Cl2
a539,WHI,0.24,0.045,61,0.992,10.4,Cl1
a540,WHI,0.25,0.053,211,0.9955,9.5,Cl2
a541,WHI,0.31,0.04,175,0.9953,11.4,Cl1
a542,WHI,0.46,0.05,192,0.9976,8.7,Cl1
a543,WHI,0.35,0.045,167,0.992,9.9,Cl2
a544,WHI,0.24,0.036,148,0.9952,9.9,Cl2
a545,WHI,0.28,0.047,162,0.9983,9,Cl2
a546,WHI,0.16,0.04,149,0.9933,10,Cl2
a547,WHI,0.26,0.039,172,0.9958,9.7,Cl2
a548,WHI,0.22,0.052,87,0.9922,11.8,Cl2
a549,WHI,0.18,0.044,127,0.9928,10.2,Cl2
a550,WHI,0.46,0.05,192,0.9976,8.7,Cl1
a551,WHI,0.3,0.05,168,0.9976,9.6,Cl2
a552,WHI,0.25,0.026,93,0.9916,11.3,Cl2
a553,WHI,0.28,0.028,118,0.9901,12.1,Cl2
a554,WHI,0.3,0.05,168,0.9976,9.6,Cl2
a555,WHI,0.28,0.028,118,0.9901,12.1,Cl2
a556,WHI,0.25,0.026,93,0.9916,11.3,Cl2
a557,WHI,0.35,0.046,160,0.9982,9.4,Cl1
a558,WHI,0.41,0.049,137,0.993,10.4,Cl2
a559,WHI,0.21,0.044,165,0.9969,9.5,Cl1
a560,WHI,0.34,0.047,144,0.991,12.3,Cl2
a561,WHI,0.21,0.049,150,0.9953,9.9,Cl2
a562,WHI,0.37,0.057,128,0.9924,10.1,Cl1
a563,WHI,0.34,0.063,184,0.9969,9.2,Cl2
a564,WHI,0.3,0.046,135,0.9928,10.4,Cl2
a565,WHI,0.51,0.066,165,0.9945,9.1,Cl1
a566,WHI,0.22,0.059,99,0.9967,10,Cl2
a567,WHI,0.35,0.051,37,0.9944,11.5,Cl2
a568,WHI,0.26,0.048,153,0.9928,9.8,Cl1
a569,WHI,0.26,0.05,154,0.9929,9.8,Cl2
a570,WHI,0.28,0.04,179,0.9948,9.4,Cl2
a571,WHI,0.41,0.051,194,0.9976,8.7,Cl1
a572,WHI,0.28,0.038,107,0.9912,11.6,Cl2
a573,WHI,0.34,0.047,181,0.9987,8.8,Cl1
a574,WHI,0.2,0.032,151,0.99,12.7,Cl2
a575,WHI,0.2,0.035,138,0.991,11.7,Cl2
a576,WHI,0.22,0.047,185,0.9933,10.2,Cl2
a577,WHI,0.23,0.047,187,0.9933,10.2,Cl2
a578,WHI,0.22,0.033,153,0.9899,12.7,Cl2
a579,WHI,0.28,0.038,107,0.9912,11.6,Cl2
a580,WHI,0.38,0.034,134,0.9912,12.3,Cl2
a581,WHI,0.41,0.051,194,0.9976,8.7,Cl1
a582,WHI,0.18,0.042,111,0.994,9.4,Cl1
a583,WHI,0.3,0.056,168,0.9947,10.1,Cl2
a584,WHI,0.24,0.042,81,0.9954,9.7,Cl2
a585,WHI,0.25,0.046,134,0.993,10.1,Cl2
a586,WHI,0.24,0.042,81,0.9954,9.7,Cl2
a587,WHI,0.26,0.049,157,0.9963,8.9,Cl2
a588,WHI,0.32,0.034,136,0.992,10.8,Cl2
a589,WHI,0.28,0.036,121,0.9926,10.8,Cl2
a590,WHI,0.23,0.04,136,0.995,9.5,Cl2
a591,WHI,0.31,0.059,148,0.9983,9.1,Cl1
a592,WHI,0.2,0.037,119,0.992,10.9,Cl2
a593,WHI,0.41,0.043,152,0.9968,9.4,Cl1
a594,WHI,0.45,0.03,131,0.9905,10.8,Cl1
a595,WHI,0.475,0.03,131,0.9904,10.8,Cl1
a596,WHI,0.27,0.051,140,0.9926,10.5,Cl2
a597,WHI,0.41,0.043,152,0.9968,9.4,Cl1
a598,WHI,0.29,0.034,127,0.9928,10.8,Cl2
a599,WHI,0.27,0.036,115,0.9949,10.5,Cl3
a600,WHI,0.19,0.036,55,0.9909,11.5,Cl2
a601,WHI,0.3,0.18,160,0.9937,9.4,Cl2
a602,WHI,0.24,0.045,106,0.9914,10.8,Cl2
a603,WHI,0.45,0.03,131,0.9905,10.8,Cl1
a604,WHI,0.475,0.03,131,0.9904,10.8,Cl1
a605,WHI,0.26,0.052,134,0.9924,9.8,Cl2
a606,WHI,0.26,0.052,134,0.9924,9.8,Cl2
a607,WHI,0.25,0.049,158,0.9965,9.6,Cl1
a608,WHI,0.25,0.049,158,0.9965,9.6,Cl1
a609,WHI,0.28,0.044,161,0.9993,9.5,Cl1
a610,WHI,0.37,0.061,94,0.9965,10.7,Cl2
a611,WHI,0.36,0.037,119,0.9908,12.4,Cl3
a612,WHI,0.24,0.032,95,0.992,11.1,Cl2
a613,WHI,0.23,0.047,133,0.9978,8.8,Cl1
a614,WHI,0.21,0.045,133,0.9978,8.7,Cl1
a615,WHI,0.21,0.045,133,0.9978,8.7,Cl1
a616,WHI,0.23,0.047,133,0.9978,8.8,Cl1
a617,WHI,0.32,0.037,101,0.9912,11.7,Cl2
a618,WHI,0.26,0.051,195,0.9928,10.9,Cl2
a619,WHI,0.24,0.051,190,0.9928,10.8,Cl2
a620,WHI,0.19,0.057,135,0.993,9.6,Cl2
a621,WHI,0.46,0.084,222,0.9993,9,Cl1
a622,WHI,0.26,0.083,171,0.9965,9,Cl1
a623,WHI,0.32,0.043,141,0.9937,10.4,Cl2
a624,WHI,0.24,0.045,64,0.9913,11.4,Cl1
a625,WHI,0.36,0.066,128,0.9934,9.3,Cl1
a626,WHI,0.24,0.039,130,0.9952,11,Cl3
a627,WHI,0.56,0.096,177,0.9983,9.1,Cl1
a628,WHI,0.32,0.048,228,0.9957,9.4,Cl2
a629,WHI,0.32,0.048,228,0.9957,9.4,Cl2
a630,WHI,0.31,0.036,99,0.9916,10.5,Cl2
a631,WHI,0.23,0.05,144,0.9999,8.8,Cl1
a632,WHI,0.23,0.05,144,0.9999,8.8,Cl1
a633,WHI,0.24,0.04,131,0.9936,10.7,Cl2
a634,WHI,0.29,0.045,187,0.9972,9.5,Cl1
a635,WHI,0.17,0.033,150,0.9933,10.9,Cl2
a636,WHI,0.14,0.027,140,0.9934,10.8,Cl2
a637,WHI,0.17,0.037,133,0.9931,10.8,Cl2
a638,WHI,0.28,0.053,148,0.9976,9.2,Cl1
a639,WHI,0.35,0.046,198,0.9937,10.3,Cl1
a640,WHI,0.335,0.046,197,0.9937,10.3,Cl1
a641,WHI,0.235,0.047,127,0.991,11,Cl2
a642,WHI,0.28,0.054,189,0.9979,9,Cl1
a643,WHI,0.21,0.046,179,0.9971,10.4,Cl2
a644,WHI,0.24,0.05,163,0.9969,9.5,Cl1
a645,WHI,0.24,0.051,166,0.9968,9.5,Cl1
a646,WHI,0.26,0.058,166,0.9961,9,Cl1
a647,WHI,0.33,0.061,151,0.993,9.5,Cl1
a648,WHI,0.105,0.05,146,0.9973,9,Cl2
a649,WHI,0.32,0.041,190,0.9944,10,Cl1
a650,WHI,0.26,0.067,189,0.9986,9.1,Cl2
a651,WHI,0.26,0.067,189,0.9986,9.1,Cl2
a652,WHI,0.26,0.067,189,0.9986,9.1,Cl2
a653,WHI,0.26,0.067,189,0.9986,9.1,Cl2
a654,WHI,0.24,0.053,134,0.9972,9.5,Cl2
a655,WHI,0.21,0.048,138,0.9917,11.4,Cl2
a656,WHI,0.27,0.03,117,0.992,12.2,Cl2
a657,WHI,0.27,0.028,95,0.9932,11.3,Cl2
a658,WHI,0.34,0.05,136,0.9936,10.2,Cl1
a659,WHI,0.27,0.052,188,0.9915,11.3,Cl1
a660,WHI,0.29,0.038,234.5,0.9922,10,Cl1
a661,WHI,0.28,0.049,86,0.9934,9.4,Cl1
a662,WHI,0.25,0.032,133,0.9952,12.2,Cl2
a663,WHI,0.57,0.094,188,0.9972,9.2,Cl1
a664,WHI,0.28,0.049,86,0.9934,9.4,Cl1
a665,WHI,0.17,0.052,182,0.9958,9.6,Cl2
a666,WHI,0.28,0.056,130,0.9944,9.5,Cl1
a667,WHI,0.22,0.036,195,0.9908,12.5,Cl2
a668,WHI,0.17,0.052,182,0.9958,9.6,Cl2
a669,WHI,0.14,0.047,173,0.9925,10,Cl2
a670,WHI,0.24,0.047,211,0.9966,9.3,Cl1
a671,WHI,0.42,0.058,199,0.9972,9.3,Cl2
a672,WHI,0.28,0.038,101,0.9912,11.6,Cl2
a673,WHI,0.32,0.039,150,0.995,12.5,Cl3
a674,WHI,0.31,0.038,130,0.9928,10.6,Cl2
a675,WHI,0.32,0.047,206,0.9968,9.4,Cl1
a676,WHI,0.28,0.056,201,0.9955,9.1,Cl2
a677,WHI,0.29,0.057,224,0.9981,9,Cl2
a678,WHI,0.32,0.033,94,0.991,11.8,Cl2
a679,WHI,0.32,0.033,94,0.991,11.8,Cl2
a680,WHI,0.32,0.033,94,0.991,11.8,Cl2
a681,WHI,0.28,0.043,159,0.992,10,Cl1
a682,WHI,0.34,0.058,171,0.9931,9.7,Cl1
a683,WHI,0.25,0.052,165,0.997,9.5,Cl2
a684,WHI,0.27,0.24,174,0.9948,9.4,Cl1
a685,WHI,0.46,0.052,183,0.9923,11.2,Cl1
a686,WHI,0.36,0.051,201,0.9976,9,Cl1
a687,WHI,0.22,0.043,114,0.9938,10.7,Cl2
a688,WHI,0.67,0.29,193,0.9984,9,Cl1
a689,WHI,0.28,0.044,222,0.9972,9.1,Cl2
a690,WHI,0.17,0.039,125,0.9922,10.8,Cl2
a691,WHI,0.2,0.043,136,0.9935,10.1,Cl1
a692,WHI,0.36,0.037,198,0.9944,9.9,Cl2
a693,WHI,0.36,0.036,191,0.9942,9.8,Cl1
a694,WHI,0.37,0.036,185,0.9944,9.8,Cl1
a695,WHI,0.29,0.041,225,0.9997,9.5,Cl2
a696,WHI,0.34,0.047,198,0.9977,9.5,Cl1
a697,WHI,0.19,0.022,94,0.9912,11.1,Cl2
a698,WHI,0.31,0.039,204,0.9982,9.5,Cl1
a699,WHI,0.31,0.039,204,0.9982,9.5,Cl1
a700,WHI,0.31,0.042,204,0.9983,9.4,Cl1
a701,WHI,0.4,0.042,197,0.998,9.7,Cl1
a702,WHI,0.34,0.03,135,0.9894,13.9,Cl2
a703,WHI,0.38,0.042,84,0.9927,10.1,Cl1
a704,WHI,0.33,0.038,110,0.9917,10.5,Cl2
a705,WHI,0.25,0.037,115,0.9904,12.6,Cl2
a706,WHI,0.27,0.032,41,0.993,10.9,Cl1
a707,WHI,0.31,0.041,218,0.9941,10,Cl1
a708,WHI,0.18,0.046,166,0.9943,11.2,Cl2
a709,WHI,0.2,0.05,130,0.99855,10,Cl2
a710,WHI,0.47,0.044,98,0.99345,9.2,Cl1
a711,WHI,0.25,0.046,172,0.998,9.5,Cl1
a712,WHI,0.27,0.035,128,0.9916,12.3,Cl2
a713,WHI,0.27,0.035,128,0.9916,12.3,Cl2
a714,WHI,0.31,0.04,213,0.99475,10,Cl1
a715,WHI,0.39,0.038,187,0.99325,10.8,Cl2
a716,WHI,0.21,0.038,150,0.9933,10.5,Cl2
a717,WHI,0.42,0.048,221,0.9969,9.2,Cl2
a718,WHI,0.27,0.042,157,1.0002,9.1,Cl1
a719,WHI,0.21,0.038,150,0.9933,10.5,Cl2
a720,WHI,0.29,0.042,127,0.9937,10.2,Cl2
a721,WHI,0.29,0.053,178,0.99685,8.9,Cl1
a722,WHI,0.3,0.046,182,0.99455,10.4,Cl1
a723,WHI,0.31,0.032,128,0.9917,11.7,Cl2
a724,WHI,0.33,0.02,89,0.99035,12.4,Cl3
a725,WHI,0.3,0.028,122,0.9914,10.9,Cl2
a726,WHI,0.39,0.041,136,0.99225,10.2,Cl1
a727,WHI,0.24,0.038,114,0.99155,11.7,Cl2
a728,WHI,0.21,0.057,101,0.9954,9.4,Cl1
a729,WHI,0.16,0.043,157,0.99455,10.5,Cl1
a730,WHI,0.33,0.185,188,0.9924,9.4,Cl1
a731,WHI,0.23,0.042,139,0.99695,10.4,Cl2
a732,WHI,0.25,0.044,240,0.99655,9.5,Cl2
a733,WHI,0.28,0.022,49,0.9934,11.1,Cl2
a734,WHI,0.25,0.052,183,0.998,9.1,Cl2
a735,WHI,0.38,0.04,191,0.9971,9.2,Cl1
a736,WHI,0.25,0.038,129,0.9948,9.6,Cl2
a737,WHI,0.25,0.052,183,0.998,9.1,Cl2
a738,WHI,0.38,0.04,191,0.9971,9.2,Cl1
a739,WHI,0.21,0.021,142,0.99215,10.8,Cl2
a740,WHI,0.25,0.038,129,0.9948,9.6,Cl2
a741,WHI,0.39,0.022,19,0.9915,12.6,Cl1
a742,WHI,0.2,0.031,57,0.99115,11,Cl2
a743,WHI,0.2,0.03,136,0.9932,10.2,Cl2
a744,WHI,0.26,0.034,152,0.9977,9.4,Cl1
a745,WHI,0.38,0.041,160,0.99535,10,Cl1
a746,WHI,0.2,0.022,113,0.99165,12.2,Cl2
a747,WHI,0.21,0.033,253,0.9953,10.5,Cl2
a748,WHI,0.29,0.024,177,0.9928,11.5,Cl2
a749,WHI,0.18,0.049,176,0.9958,9.8,Cl2
a750,WHI,0.3,0.025,175,0.9928,11.4,Cl2
a751,WHI,0.29,0.024,177,0.9928,11.5,Cl2
a752,WHI,0.2,0.036,167,0.9964,10.2,Cl2
a753,WHI,0.2,0.038,160,0.9987,9.4,Cl2
a754,WHI,0.21,0.033,253,0.9953,10.5,Cl2
a755,WHI,0.35,0.11,138,0.9932,9.1,Cl1
a756,WHI,0.28,0.032,107,0.9907,12.2,Cl2
a757,WHI,0.25,0.056,175,0.99755,9.5,Cl1
a758,WHI,0.22,0.051,178,0.99935,9.3,Cl2
a759,WHI,0.14,0.051,136,0.9932,9.8,Cl2
a760,WHI,0.13,0.047,134,0.9932,9.8,Cl2
a761,WHI,0.18,0.049,176,0.9958,9.8,Cl2
a762,WHI,0.2,0.05,173,0.99585,9.8,Cl2
a763,WHI,0.24,0.057,247,1.00055,8.7,Cl1
a764,WHI,0.44,0.039,128,0.9985,10.2,Cl2
a765,WHI,0.3,0.042,168,0.99505,9.5,Cl2
a766,WHI,0.27,0.05,135,0.992,11,Cl2
a767,WHI,0.5,0.078,238,0.9988,9.2,Cl1
a768,WHI,0.2,0.028,46,0.99175,10.9,Cl2
a769,WHI,0.11,0.043,113,0.9962,9.3,Cl2
a770,WHI,0.11,0.043,113,0.9962,9.3,Cl2
a771,WHI,0.12,0.045,120,0.9942,9.8,Cl2
a772,WHI,0.16,0.13,140,0.9927,9.3,Cl2
a773,WHI,0.21,0.135,144,0.9927,9.3,Cl2
a774,WHI,0.27,0.039,172,0.99985,9.4,Cl1
a775,WHI,0.27,0.035,124,0.997,10.4,Cl3
a776,WHI,0.225,0.115,104,0.9918,12.1,Cl2
a777,WHI,0.14,0.039,98,0.99215,11,Cl2
a778,WHI,0.23,0.052,197,0.99865,9,Cl1
a779,WHI,0.22,0.053,178,0.9992,9.5,Cl2
a780,WHI,0.17,0.053,145,1.0006,8.8,Cl3
a781,WHI,0.395,0.042,55,0.99135,11.2,Cl1
a782,WHI,0.29,0.056,213,0.99715,9.3,Cl2
a783,WHI,0.22,0.053,178,0.9992,9.5,Cl2
a784,WHI,0.17,0.053,145,1.0006,8.8,Cl3
a785,WHI,0.23,0.052,197,0.99865,9,Cl1
a786,WHI,0.3,0.039,119,0.99815,9.3,Cl2
a787,WHI,0.34,0.04,117,0.99815,9.2,Cl2
a788,WHI,0.34,0.04,117,0.99815,9.2,Cl2
a789,WHI,0.34,0.037,116,0.9949,10,Cl2
a790,WHI,0.3,0.039,119,0.99815,9.3,Cl2
a791,WHI,0.34,0.04,117,0.99815,9.2,Cl2
a792,WHI,0.24,0.033,92,0.99225,10.9,Cl2
a793,WHI,0.46,0.046,144,0.99445,10,Cl1
a794,WHI,0.24,0.033,92,0.99225,10.9,Cl2
a795,WHI,0.32,0.049,173,0.99335,9.3,Cl1
a796,WHI,0.31,0.05,157,0.99625,9,Cl1
a797,WHI,0.42,0.054,215,0.9971,9.2,Cl2
a798,WHI,0.24,0.046,153,0.9983,9.6,Cl2
a799,WHI,0.18,0.041,113,0.99445,9.4,Cl2
a800,WHI,0.18,0.036,75,0.99085,11.1,Cl3
a801,WHI,0.27,0.036,161,0.9977,8.9,Cl2
a802,WHI,0.28,0.048,222,0.9953,9.3,Cl1
a803,WHI,0.39,0.044,220,0.99775,9.3,Cl1
a804,WHI,0.21,0.039,165,0.99795,9.8,Cl2
a805,WHI,0.32,0.032,112,0.99505,9.8,Cl2
a806,WHI,0.27,0.036,161,0.9977,8.9,Cl2
a807,WHI,0.31,0.046,205,0.9975,9.6,Cl1
a808,WHI,0.29,0.046,204,0.99745,9.6,Cl2
a809,WHI,0.39,0.046,246,0.9976,9,Cl2
a810,WHI,0.3,0.046,206,0.99775,9.5,Cl2
a811,WHI,0.28,0.048,222,0.9953,9.3,Cl1
a812,WHI,0.41,0.063,120,0.9932,9.2,Cl2
a813,WHI,0.35,0.055,160,0.99405,9.1,Cl2
a814,WHI,0.26,0.045,166,1,9.5,Cl2
a815,WHI,0.35,0.072,229,0.99785,10.5,Cl2
a816,WHI,0.3,0.04,125,0.9939,9,Cl1
a817,WHI,0.18,0.036,77,0.9939,11.7,Cl1
a818,WHI,0.56,0.034,133,0.99675,9.1,Cl1
a819,WHI,0.3,0.04,125,0.9939,9,Cl1
a820,WHI,0.56,0.034,133,0.99675,9.1,Cl1
a821,WHI,0.36,0.021,85,0.98965,12.4,Cl3
a822,WHI,0.655,0.071,212,0.9971,9.2,Cl2
a823,WHI,0.18,0.053,104,0.99445,9.4,Cl1
a824,WHI,0.19,0.047,117,0.9945,9.6,Cl2
a825,WHI,0.18,0.036,77,0.9939,11.7,Cl1
a826,WHI,0.21,0.042,167,0.9958,9.8,Cl2
a827,WHI,0.25,0.046,155,0.9956,10.2,Cl2
a828,WHI,0.24,0.031,139,0.99055,12.5,Cl3
a829,WHI,0.16,0.044,90,0.9959,10.9,Cl2
a830,WHI,0.16,0.043,90,0.9925,11,Cl2
a831,WHI,0.205,0.06,110,0.9963,10.5,Cl2
a832,WHI,0.17,0.037,161,0.9935,11.5,Cl1
a833,WHI,0.3,0.044,108,0.99105,12.8,Cl3
a834,WHI,0.25,0.035,82,0.99045,12.2,Cl2
a835,WHI,0.205,0.06,110,0.9963,10.5,Cl2
a836,WHI,0.42,0.04,108,0.99155,12.8,Cl3
a837,WHI,0.25,0.034,177,0.99085,11.9,Cl3
a838,WHI,0.25,0.034,177,0.99085,11.9,Cl3
a839,WHI,0.25,0.034,177,0.99085,11.9,Cl3
a840,WHI,0.34,0.034,126,0.9924,12,Cl2
a841,WHI,0.33,0.036,126,0.9924,12,Cl2
a842,WHI,0.23,0.044,169,0.99975,8.8,Cl2
a843,WHI,0.23,0.044,169,0.99975,8.8,Cl2
a844,WHI,0.19,0.036,101,0.99315,10.8,Cl2
a845,WHI,0.21,0.034,118,0.9917,11,Cl3
a846,WHI,0.21,0.034,118,0.9917,11,Cl3
a847,WHI,0.22,0.035,153,0.99845,9.3,Cl1
a848,WHI,0.34,0.026,73,0.9921,10.8,Cl1
a849,WHI,0.23,0.044,169,0.99975,8.8,Cl2
a850,WHI,0.2,0.03,105,0.9909,11.5,Cl2
a851,WHI,0.19,0.036,101,0.99315,10.8,Cl2
a852,WHI,0.38,0.042,166,0.99855,9.4,Cl1
a853,WHI,0.18,0.036,117,0.9934,9.5,Cl2
a854,WHI,0.34,0.039,151,0.9978,8.6,Cl1
a855,WHI,0.18,0.036,117,0.9934,9.5,Cl2
a856,WHI,0.2,0.038,116,0.9949,10.3,Cl2
a857,WHI,0.38,0.042,166,0.99855,9.4,Cl1
a858,WHI,0.4,0.042,169,0.9986,9.4,Cl1
a859,WHI,0.22,0.038,149,0.99725,10,Cl2
a860,WHI,0.3,0.17,166,0.9946,9.4,Cl1
a861,WHI,0.27,0.03,103,0.99255,10.4,Cl3
a862,WHI,0.25,0.041,182,0.9996,9.1,Cl2
a863,WHI,0.34,0.028,163,0.9939,9.9,Cl2
a864,WHI,0.28,0.029,111,0.99,12.1,Cl2
a865,WHI,0.33,0.028,163,0.9937,9.9,Cl1
a866,WHI,0.27,0.021,117,0.9886,12.5,Cl2
a867,WHI,0.18,0.036,117,0.9934,9.5,Cl2
a868,WHI,0.18,0.042,143,1,8.5,Cl3
a869,WHI,0.28,0.04,173,0.9994,9,Cl2
a870,WHI,0.24,0.037,97,0.9926,10.1,Cl2
a871,WHI,0.45,0.08,159,0.9956,9.4,Cl1
a872,WHI,0.34,0.039,151,0.9978,8.6,Cl1
a873,WHI,0.26,0.03,125,0.9915,10.7,Cl2
a874,WHI,0.17,0.037,33,0.9939,9.6,Cl1
a875,WHI,0.15,0.029,64,0.9932,10.1,Cl1
a876,WHI,0.21,0.037,141,0.993,10,Cl2
a877,WHI,0.36,0.018,119,0.9898,12.7,Cl3
a878,WHI,0.28,0.119,104,0.9921,10.2,Cl2
a879,WHI,0.16,0.126,110,0.9932,8.9,Cl2
a880,WHI,0.12,0.037,111,0.9919,11.9,Cl3
a881,WHI,0.21,0.037,141,0.993,10,Cl2
a882,WHI,0.36,0.04,121,0.9953,9.9,Cl2
a883,WHI,0.26,0.022,125,0.9928,11.5,Cl2
a884,WHI,0.26,0.022,125,0.9928,11.5,Cl2
a885,WHI,0.23,0.035,236,0.9976,9.8,Cl2
a886,WHI,0.34,0.024,105,0.9906,12.2,Cl2
a887,WHI,0.26,0.04,173,0.9918,11.4,Cl2
a888,WHI,0.3,0.044,90,0.99185,11,Cl2
a889,WHI,0.26,0.04,173,0.9918,11.4,Cl2
a890,WHI,0.3,0.044,90,0.99185,11,Cl2
a891,WHI,0.31,0.046,166,0.994,9.9,Cl2
a892,WHI,0.26,0.031,114,0.9908,11,Cl2
a893,WHI,0.26,0.036,114,0.9928,9.4,Cl1
a894,WHI,0.31,0.037,128,0.9896,12.2,Cl2
a895,WHI,0.26,0.031,114,0.9908,11,Cl2
a896,WHI,0.19,0.043,67,0.9918,10.3,Cl2
a897,WHI,0.18,0.047,242,0.9952,10.5,Cl2
a898,WHI,0.29,0.044,87,0.9923,10.5,Cl2
a899,WHI,0.26,0.039,67,0.9915,10.9,Cl2
a900,WHI,0.18,0.047,242,0.9952,10.5,Cl2
a901,WHI,0.2,0.052,145,0.9947,11,Cl2
a902,WHI,0.29,0.046,113,0.9983,9.7,Cl2
a903,WHI,0.28,0.048,229,0.9975,8.9,Cl1
a904,WHI,0.31,0.047,206,0.995,9.6,Cl2
a905,WHI,0.21,0.056,159,0.9944,8.8,Cl3
a906,WHI,0.19,0.047,101,0.994,11.1,Cl1
a907,WHI,0.27,0.048,72,0.9944,10.3,Cl1
a908,WHI,0.25,0.036,124,0.9908,12.2,Cl3
a909,WHI,0.23,0.054,159,0.99795,9.8,Cl1
a910,WHI,0.24,0.049,217,0.9985,8.8,Cl1
a911,WHI,0.33,0.04,144,0.99425,9.9,Cl1
